Name of movie,YEAR,RATES,METASCORE,gross_collection,Votes,Watch Time,Genre,Certificate,Description,Director,Stars
Ladybugs,1992,5.5,36,"14,796,494",10298,90,"Comedy, Sport",PG-13,"To climb the corporate ladder to success, a guy agrees to coach the company's all-girls soccer team with the help of his secret weapon: his fiancee's son.","
Sidney J. Furie","Rodney Dangerfield, Jackée Harry, Jonathan Brandis, Ilene Graff"
Employee of the Month,2006,5.5,36,"28,435,406",49489,103,"Comedy, Romance",PG-13,"A slacker competes with a repeat winner for the ""Employee of the Month"" title at work, in order to gain the affections of a new female employee.","
Greg Coolidge","Jessica Simpson, Dane Cook, Dax Shepard, Andy Dick"
Virtuosity,1995,5.5,39,"24,048,000",31723,106,"Action, Crime, Sci-Fi",UA,"When a virtual reality simulation created using the personalities of multiple serial killers manages to escape into the real world, an ex-cop is tasked with stopping its reign of terror.","
Brett Leonard","Denzel Washington, Russell Crowe, Kelly Lynch, Stephen Spinella"
Little Fockers,2010,5.5,27,"148,383,780",116955,98,"Comedy, Romance",A,"Family-patriarch Jack Byrnes wants to appoint a successor. Does his son-in-law, the male nurse Greg Focker, have what it takes?","
Paul Weitz","Ben Stiller, Teri Polo, Robert De Niro, Owen Wilson"
Forces of Nature,1999,5.5,46,"52,888,180",35434,105,"Comedy, Romance",A,A soon-to-be-married man encounters an exciting stranger after his plane suffers an accident on takeoff.,"
Bronwen Hughes","Sandra Bullock, Ben Affleck, Maura Tierney, Steve Zahn"
Deadgirl,2008,5.5,36,19571,19571,101,Horror,R,Two high school boys discover an imprisoned woman in an abandoned mental asylum who cannot die.,"Directors:
Marcel Sarmiento, 
Gadi Harel","Shiloh Fernandez, Noah Segan, Candice King, Eric Podnar"
The Final Conflict,1981,5.5,34,"20,471,342",21662,108,Horror,A,The now adult Antichrist plots to eliminate his future divine opponent while a cabal of monks plot to stop him.,"
Graham Baker","Sam Neill, Rossano Brazzi, Don Gordon, Lisa Harrow"
The Happytime Murders,2018,5.5,27,"20,706,452",29771,91,"Action, Comedy, Crime",A,"When the puppet cast of a '90s children's TV show begin to get murdered one by one, a disgraced LAPD detective-turned-private eye puppet takes on the case.","
Brian Henson","Melissa McCarthy, Elizabeth Banks, Maya Rudolph, Leslie David Baker"
The Big Green,1995,5.5,NAN,"17,725,500",10716,100,"Comedy, Family, Sport",PG,"A teacher on exchange from England is placed in an underachieving Texas school, where she coaches the students in soccer, improving their self-esteem and leading to unexpected success.","
Holly Goldberg Sloan","Steve Guttenberg, Olivia d'Abo, Jay O. Sanders, John Terry"
Wine Country,2019,5.5,56,22480,22480,103,"Adventure, Comedy, Drama",R,"During a vacation to Napa Valley, a group of long time friends reunite and revisit past choices in this hilarious and heartfelt comedy from director Amy Poehler.","
Amy Poehler","Amy Poehler, Rachel Dratch, Ana Gasteyer, Maya Rudolph"
My Father the Hero,1994,5.5,42,"25,479,558",11569,90,"Comedy, Romance",PG,A teenage girl on vacation in the Bahamas with her divorced father tries to impress a potential boyfriend by saying that her father is actually her lover.,"
Steve Miner","Gérard Depardieu, Katherine Heigl, Dalton James, Lauren Hutton"
When in Rome,2010,5.5,25,"32,669,555",63873,91,"Comedy, Romance",PG-13,"Beth is a young, ambitious New Yorker who is completely unlucky in love. However, on a whirlwind trip to Rome, she impulsively steals some coins from a reputed fountain of love, and is then aggressively pursued by a band of suitors.","
Mark Steven Johnson","Kristen Bell, Josh Duhamel, Anjelica Huston, Danny DeVito"
Iron Eagle,1986,5.5,41,"24,159,872",15524,117,"Action, Thriller, War",U,"A young pilot plans a rescue mission when his father, an Air Force Colonel, is shot down over enemy territory and captured.","
Sidney J. Furie","Louis Gossett Jr., Jason Gedrick, David Suchet, Tim Thomerson"
D3: The Mighty Ducks,1996,5.5,NAN,"22,936,273",28138,104,"Action, Comedy, Drama",PG,"The unruly team of hockey misfits grows up a bit and receives scholarships to a prestigious prep school, where they take on the snotty varsity team.","
Robert Lieberman","Emilio Estevez, Jeffrey Nordling, David Selby, Heidi Kling"
3 Men and a Little Lady,1990,5.5,51,"71,609,321",26043,104,"Comedy, Drama, Family",N/A,"Three ex-dads quickly discover how empty life is without their little lady, and go to outrageous lengths in their efforts to win their daughter back in this critically acclaimed and equally charming sequel.","
Emile Ardolino","Tom Selleck, Steve Guttenberg, Ted Danson, Nancy Travis"
King of Thieves,2018,5.5,48,15989,15989,108,"Biography, Crime, Drama",Not Rated,"A true crime movie about a crew of retired crooks who pull off a major heist in London's jewelry district. What starts off as their last criminal hurrah, quickly turns into a brutal nightmare due to greed.","
James Marsh","Michael Caine, Francesca Annis, Olivia Le Andersen, Jim Broadbent"
Beverly Hills Ninja,1997,5.5,27,"31,235,710",43152,88,"Action, Comedy",UA,A man tries to rescue a woman with a little help from his half brother.,"
Dennis Dugan","Chris Farley, Nicollette Sheridan, Robin Shou, Nathaniel Parker"
Stuart Little 2,2002,5.5,66,"64,956,806",57262,77,"Animation, Adventure, Comedy",U,Stuart and Snowbell set out across town to rescue a friend.,"
Rob Minkoff","Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki"
White Noise,I) (2005,5.5,30,"56,386,759",50233,101,"Drama, Horror, Mystery",PG-13,An architect's desire to speak with his wife from beyond the grave becomes an obsession with supernatural repercussions.,"
Geoffrey Sax","Michael Keaton, Deborah Kara Unger, Ian McNeice, Chandra West"
Collateral Damage,2002,5.5,33,"40,077,257",77126,108,"Action, Drama, Thriller",A,"After his family is killed by a terrorist act, a firefighter goes in search of the one responsible.","
Andrew Davis","Arnold Schwarzenegger, John Leguizamo, Francesca Neri, Elias Koteas"
Dickie Roberts: Former Child Star,2003,5.5,36,"22,734,486",15280,98,Comedy,PG-13,A thirty-something former child star hires a foster family to re-create the childhood he never had.,"
Sam Weisman","David Spade, Mary McCormack, Alyssa Milano, Craig Bierko"
Joe's Apartment,1996,5.5,NAN,"4,611,624",14094,80,"Comedy, Fantasy, Musical",PG-13,"A nice guy has just moved to New York and discovers that he must share his run-down apartment with a couple thousand singing, dancing cockroaches.","
John Payson","Jerry O'Connell, Megan Ward, Billy West, Reginald Hudlin"
Monster-in-Law,2005,5.5,31,"82,931,301",64296,101,"Comedy, Romance",PG-13,"The love life of Charlotte is reduced to an endless string of disastrous blind dates, until she meets the perfect man, Kevin. Unfortunately, his merciless mother will do anything to destroy their relationship.","
Robert Luketic","Jennifer Lopez, Michael Vartan, Jane Fonda, Wanda Sykes"
Tom and Huck,1995,5.5,NAN,"23,735,802",11412,97,"Adventure, Comedy, Drama",PG,Two best friends witness a murder and embark on a series of adventures in order to prove the innocence of the man wrongly accused of the crime.,"
Peter Hewitt","Jonathan Taylor Thomas, Brad Renfro, Charles Rocket, Eric Schweig"
The Girlfriend Experience,2009,5.5,66,"695,417",17053,77,Drama,R,"A drama set in the days leading up to the 2008 Presidential election, and centered on a high-end Manhattan call girl meeting the challenges of her boyfriend, her clients, and her work.","
Steven Soderbergh","Sasha Grey, Chris Santos, Philip Eytan, Colby Trane"
The Last Summer,2019,5.5,NAN,14011,14011,109,"Comedy, Romance",N/A,"Standing on the precipice of adulthood, a group of friends navigate new relationships, while reexamining others, during their final summer before college.","
William Bindley","K.J. Apa, Maia Mitchell, Norman Johnson Jr., Jacob Latimore"
Action Jackson,1988,5.5,36,"20,257,000",11961,96,"Action, Comedy, Crime",A,Vengeance drives a tough Detroit cop to stay on the trail of a power-hungry auto magnate who is systematically eliminating his competition.,"
Craig R. Baxley","Carl Weathers, Craig T. Nelson, Vanity, Sharon Stone"
Stolen,2012,5.5,43,"304,318",46023,96,"Action, Crime, Thriller",UA,"A former thief frantically searches for his missing daughter, who has been kidnapped and locked in the trunk of a taxi.","
Simon West","Nicolas Cage, Malin Akerman, Josh Lucas, Danny Huston"
Maximum Risk,1996,5.5,NAN,"14,502,483",23455,101,"Action, Crime, Thriller",A,"While seeking answers to the death of the twin brother he never knew he had, a French cop and his sibling's fiancee find themselves pursued by corrupt FBI agents and the Russian mafia.","
Ringo Lam","Jean-Claude Van Damme, Natasha Henstridge, Jean-Hugues Anglade, Zach Grenier"
Navy Seals,1990,5.5,38,"25,069,101",17635,113,"Action, Adventure, Thriller",N/A,A battle-hardened SEAL Team set off on a mission to destroy a shipment of US-built Stinger missiles that have fallen into terrorist hands.,"
Lewis Teague","Charlie Sheen, Michael Biehn, Joanne Whalley, Rick Rossovich"
Diary of the Dead,2007,5.5,66,"958,961",48665,95,"Fantasy, Horror, Sci-Fi",UA,A group of young film students run into real-life zombies while filming a horror movie of their own.,"
George A. Romero","Michelle Morgan, Joshua Close, Shawn Roberts, Todd Schroeder"
Kuttey,2023,5.5,NAN,10396,10396,109,"Action, Comedy, Crime",A,"A van carrying crores of cash. One rainy night in the outskirts of Mumbai. Unaware of each other, three stray gangs cross paths on the hunt. Unfortunately, all of them have the same plan. Will they bite the bone or will they lose to greed?","
Aasmaan Bhardwaj","Tabu, Arjun Kapoor, Naseeruddin Shah, Konkona Sen Sharma"
Cop Out,2010,5.5,31,"44,875,481",89702,107,"Action, Comedy, Crime",A,"Jimmy's rare baseball card is robbed. Since it's his only hope to pay for his daughter's upcoming wedding, he recruits his cop partner Paul to track down the robber, a memorabilia-obsessed gangster.","
Kevin Smith","Bruce Willis, Tracy Morgan, Juan Carlos Hernández, Cory Fernandez"
The Shrine,2010,5.5,NAN,14118,14118,85,Horror,N/A,"Two female journalists and a photographer travel to Europe to investigate a series of mysterious disappearances, only to find themselves embroiled in a struggle against a kind of evil they never expected.","
Jon Knautz","Aaron Ashmore, Cindy Sampson, Meghan Heffern, Trevor Matthews"
Picture Perfect,1997,5.5,44,"31,058,643",21087,101,"Comedy, Drama, Romance",PG-13,"A young advertising executive's life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.","
Glenn Gordon Caron","Jennifer Aniston, Jay Mohr, Kevin Bacon, Olympia Dukakis"
Home Sweet Hell,2015,5.5,22,16256,16256,98,"Comedy, Crime, Thriller",R,"Don Champagne seems to have it all, but when his wife, Mona, learns of his affair with a pretty new salesgirl, she will stop at nothing to maintain their storybook life.","
Anthony Burns","Katherine Heigl, Patrick Wilson, Madison Wolfe, Aiden Flowers"
Cube 2: Hypercube,2002,5.5,NAN,69325,69325,94,"Horror, Mystery, Sci-Fi",A,"Eight strangers awaken with no memory, in a puzzling cube-shaped room where the laws of physics do not always apply.","
Andrzej Sekula","Kari Matchett, Geraint Wyn Davies, Grace Lynn Kung, Matthew Ferguson"
The Accidental Husband,2008,5.5,14,25204,25204,90,"Comedy, Romance",PG-13,"When talk-radio host Emma Lloyd advises one of her listeners to break up with her boyfriend, the jilted ex sets about getting his revenge.","
Griffin Dunne","Uma Thurman, Jeffrey Dean Morgan, Justina Machado, Colin Firth"
Head of State,2003,5.5,44,"37,788,228",20888,95,Comedy,PG-13,"When a presidential candidate dies unexpectedly in the middle of the campaign, Washington, D.C. alderman Mays Gilliam is unexpectedly picked as his replacement.","
Chris Rock","Chris Rock, Bernie Mac, Lynn Whitfield, Dylan Baker"
I Think I Love My Wife,2007,5.5,49,"12,550,605",17409,94,"Comedy, Drama, Romance",R,A married man who daydreams about being with other women finds his will and morals tested after he's visited by the ex-mistress of his old friend.,"
Chris Rock","Chris Rock, Kerry Washington, Gina Torres, Steve Buscemi"
Renegades,2017,5.5,33,10632,10632,106,"Action, Adventure, Crime",A,A team of Navy SEALs discover an underwater treasure in a Bosnian lake of Nazi stolen Gold. An updated Kellys heroes.,"
Steven Quale","J.K. Simmons, Sullivan Stapleton, Charlie Bewley, Sylvia Hoeks"
The Little Stranger,2018,5.5,67,"713,143",10436,111,"Drama, Horror, Mystery",R,"After a doctor is called to visit a crumbling manor, strange things begin to occur.","
Lenny Abrahamson","Domhnall Gleeson, Will Poulter, Ruth Wilson, Liv Hill"
Volunteers,1985,5.5,55,"19,875,740",10250,107,"Adventure, Comedy",N/A,"1962, after Yale graduation, womanizing Lawrence flees a gambling debt that his rich dad won't pay. He takes his roomie's place as Peace Corps Volunteer in Thai Golden Triangle with 2 other PCVs. Will he survive 2 years?","
Nicholas Meyer","Tom Hanks, John Candy, Rita Wilson, Tim Thomerson"
A Castle for Christmas,2021,5.5,53,14275,14275,98,"Adventure, Comedy, Drama",7,"To escape a scandal, a bestselling author journeys to Scotland, where she falls in love with a castle - and faces off with the grumpy duke who owns it.","
Mary Lambert","Brooke Shields, Cary Elwes, Lee Ross, Andi Osho"
The Whole Ten Yards,2004,5.5,24,"16,323,969",57741,98,"Comedy, Crime, Thriller",PG-13,"Jimmy the Tulip's (Bruce Willis) quiet new life is shaken up by his old pal Oz (Matthew Perry), whose wife (Natasha Henstridge) has been kidnapped by a Hungarian mob. The Tulip and his wife Jill (Amanda Peet) spring into action.","
Howard Deutch","Bruce Willis, Matthew Perry, Natasha Henstridge, Amanda Peet"
Wildling,2018,5.5,58,14128,14128,92,"Drama, Fantasy, Horror",Not Rated,A blossoming teenager uncovers the dark secret behind her traumatic childhood.,"
Fritz Böhm","Bel Powley, Brad Dourif, Liv Tyler, Collin Kelly-Sordelet"
The Last Days on Mars,2013,5.5,46,"23,838",38410,98,"Adventure, Horror, Sci-Fi",R,A group of astronaut explorers succumb one by one to a mysterious and terrifying force while collecting specimens on Mars.,"
Ruairi Robinson","Liev Schreiber, Elias Koteas, Romola Garai, Olivia Williams"
Little,I) (2019,5.5,49,"40,673,960",14266,109,"Comedy, Fantasy, Romance",PG-13,A woman is transformed into her younger self at a point in her life when the pressures of adulthood become too much to bear.,"
Tina Gordon","Regina Hall, Issa Rae, Marsai Martin, Justin Hartley"
Unplanned,I) (2019,5.5,10,"18,988,743",14525,109,"Biography, Drama",R,"All Abby Johnson ever wanted to do was help women. As one of the youngest Planned Parenthood clinic directors in the nation, she believed in a woman's right to choose. Until the day she saw something that changed everything.","Directors:
Chuck Konzelman, 
Cary Solomon","Ashley Bratcher, Brooks Ryan, Robia Scott, Jared Lotz"
Nine Months,1995,5.5,47,"69,700,000",38089,103,"Comedy, Romance",A,"When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.","
Chris Columbus","Hugh Grant, Julianne Moore, Tom Arnold, Joan Cusack"
Marauders,2016,5.5,42,23480,23480,107,"Action, Crime, Thriller",R,"When a bank is hit by a brutal heist, all evidence points to the owner and his high-powered clients. But as a group of FBI agents dig deeper into the case - and the deadly heists continue - it becomes clear that a larger conspiracy is at play.","
Steven C. Miller","Bruce Willis, Christopher Meloni, Dave Bautista, Adrian Grenier"
Momentum,I) (2015,5.5,18,16605,16605,96,"Action, Crime, Thriller",N/A,"Four criminals steal diamonds from a safety deposit box in Cape Town, including a drive containing a US senator's evil plans. He'll do anything to get it back from Alexis Olga Kurylenko.","
Stephen S. Campanelli","Olga Kurylenko, James Purefoy, Morgan Freeman, Greg Kriek"
My Little Eye,2002,5.5,NAN,12634,12634,95,"Horror, Mystery, Thriller",R,"Five people are offered one million dollars to spend six months together in an isolated mansion, with cameras watching their every move.","
Marc Evans","Sean Cw Johnson, Kris Lemche, Stephen O'Reilly, Laura Regan"
Showtime,2002,5.5,32,"38,082,712",64522,95,"Action, Comedy, Crime",UA,"A spoof of buddy cop movies where two very different cops are forced to team up on a new reality based television cop show, while tracking down the manufacturer and distributor of an illegally made semi-automatic firearm.","
Tom Dey","Robert De Niro, Eddie Murphy, Rene Russo, Rachael Harris"
In Dreams,1999,5.5,NAN,"12,017,369",13449,100,"Drama, Fantasy, Thriller",UA,"A suburban housewife learns that she has a dreamworld connection to a serial murderer, and must stop him from killing again.","
Neil Jordan","Annette Bening, Robert Downey Jr., Katie Sagona, Aidan Quinn"
Jane Austen's Mafia!,1998,5.5,NAN,"19,882,538",15806,87,"Comedy, Crime",PG-13,Takeoff on the Godfather with the son of a mafia king taking over for his dying father,"
Jim Abrahams","Jay Mohr, Christina Applegate, Lloyd Bridges, Billy Burke"
Don't Hang Up,2016,5.5,NAN,15990,15990,83,"Horror, Thriller",R,"An evening of drunken prank calls becomes a nightmare for two teenagers when a stranger turns their own game against them, with deadly consequences.","Directors:
Damien Macé, 
Alexis Wajsbrot","Gregg Sulkin, Garrett Clayton, Bella Dayne, Sienna Guillory"
I.T.,2016,5.5,27,16652,16652,95,"Crime, Drama, Mystery",N/A,A millionaire has his life turned upside down after firing his I.T. consultant.,"
John Moore","Pierce Brosnan, Jason Barry, Karen Moskow, Kai Ryssdal"
Legionnaire,1998,5.5,NAN,25159,25159,99,"Action, Adventure, Drama",R,"Alain is a boxer in 1925 Marseille, France. When he doesn't take the dive paid to take by a mob boss, he has to split. He joins the Foreign Legion and is sent to Morocco. He makes 3 friends and they watch each other's backs.","
Peter MacDonald","Jean-Claude Van Damme, Adewale Akinnuoye-Agbaje, Steven Berkoff, Nicholas Farrell"
Ratchet & Clank,2016,5.5,29,"8,549,740",11591,94,"Animation, Action, Adventure",PG,"When the galaxy comes under the threat of a nefarious space captain, a mechanic and his newfound robot ally join an elite squad of combatants to save the universe.","Directors:
Kevin Munroe, 
Jericca Cleland","James Arnold Taylor, David Kaye, Jim Ward, Sylvester Stallone"
Terminal Velocity,1994,5.5,NAN,"16,478,900",14394,102,"Action, Mystery, Romance",PG-13,A maverick skydiver and a former KGB agent team up to stop the Russian mafia from stealing gold.,"
Deran Sarafian","Charlie Sheen, Nastassja Kinski, James Gandolfini, Christopher McDonald"
Valiant,2005,5.5,45,"19,478,106",23958,76,"Animation, Adventure, Comedy",G,"At the height of World War II, a tiny wood pigeon enlists in the elite Royal Homing Pigeon Service to serve Britain, as the fearsome General Von Talon (Tim Curry) and his deadly squadron of falcons patrol the English Channel. Is he a war-hero in the making?","
Gary Chapman","Ewan McGregor, Ricky Gervais, Tim Curry, Jim Broadbent"
Breaking In,2018,5.5,42,"46,383,120",16555,88,"Action, Thriller",Not Rated,A woman fights to protect her family during a home invasion.,"
James McTeigue","Gabrielle Union, Billy Burke, Richard Cabral, Ajiona Alexus"
"Welcome Home, Roscoe Jenkins",2008,5.5,46,"42,436,517",15420,104,"Comedy, Romance",PG-13,"Dr. RJ Stevens is a talk show host who visits his family in the deep south. While there he reunites with his brother Otis, his sister Betty, his cousin/rival Clyde and his childhood love interest Lucinda Allen.","
Malcolm D. Lee","Martin Lawrence, Louis C.K., James Earl Jones, Margaret Avery"
Karakomik Filmler: Kaçamak,2019,5.5,NAN,10305,10305,60,"Adventure, Comedy, Fantasy",N/A,Karakomik Films consists of two different films called Kaçamak and 2 Arada. The adventures of the four friends who are on vacation together in Kaçamak are the subject of the story.,"
Cem Yilmaz","Cem Yilmaz, Zafer Algöz, Özkan Ugur, Can Yilmaz"
Gabriel,2007,5.5,NAN,14179,14179,114,"Action, Fantasy, Horror",N/A,Gabriel the archangel fights to bring light back to purgatory - a place where darkness rules - and save the souls of the city's inhabitants.,"
Shane Abbess","Andy Whitfield, Dwaine Stevenson, Samantha Noble, Michael Piccirilli"
Red Dot,2021,5.5,NAN,14341,14341,86,"Drama, Horror, Thriller",18,"When Nadja becomes pregnant, she and David make an attempt to rekindle their relationship by traveling to the north of Sweden for a hiking trip, but soon their romantic trip turns into a nightmare.","
Alain Darborg","Nanna Blondell, Anastasios Soulis, Thomas Hanzon, Johannes Kuhnke"
From Prada to Nada,2011,5.5,39,"3,016,244",15482,107,"Action, Comedy, Drama",PG-13,"A Latina spin on Jane Austen's ""Sense and Sensibility"": two spoiled sisters who have been left penniless after their father's sudden death are forced to move in with their estranged aunt in East Los Angeles.","
Angel Gracia","Camilla Belle, Alexa PenaVega, Kuno Becker, Tina French"
City Heat,1984,5.5,39,"38,348,988",10509,97,"Action, Comedy, Crime",UA,"Slick Private Investigator Mike Murphy (Burt Reynolds) and tough Police Lieutenant Speer (Clint Eastwood), once partners, now bitter enemies, reluctantly team up to investigate a murder.","
Richard Benjamin","Clint Eastwood, Burt Reynolds, Jane Alexander, Madeline Kahn"
I'll Be Home for Christmas,1998,5.5,NAN,"12,213,678",11322,86,"Comedy, Family",U,"A college student faces an impossible journey when he is left stranded in the desert, thousands of miles from home, with no money and only a few days left until Christmas.","
Arlene Sanford","Jonathan Taylor Thomas, Jessica Biel, Adam LaVorgna, Gary Cole"
Arthur 3: la guerre des deux mondes,2010,5.5,NAN,10007,10007,101,"Adventure, Family, Fantasy",PG,"With Maltazard now seven feet tall and Arthur still two inches small, our hero must find a way to grow back to his normal size and stop the Evil M once and for all, with the help of Selenia and Betameche.","
Luc Besson","Mia Farrow, Ron Crawford, Robert Stanton, Penny Balfour"
"War, Inc.",2008,5.5,37,"580,862",22350,107,"Action, Comedy, Thriller",R,"A corporation hires a professional assassin to pose as its trade show representative who must organize the wedding of a Middle Eastern pop star, which will allow him the opportunity to kill a Middle Eastern politician.","
Joshua Seftel","John Cusack, Marisa Tomei, Hilary Duff, Joan Cusack"
Casa de mi padre,2012,5.5,52,"5,895,238",21474,85,"Comedy, Western",R,"Scheming to save their father's ranch, the Alvarez brothers find themselves in a war with Mexico's most feared drug lord.","
Matt Piedmont","Will Ferrell, Gael García Bernal, Diego Luna, Nick Offerman"
High School High,1996,5.5,33,"20,951,277",13925,86,"Comedy, Crime, Romance",PG-13,"Richard Clark has just left the well-known Wellington Academy to teach at Marion Barry High School. Now, he will try to inspire the D-average students into making good grades and try to woo a fellow teacher.","
Hart Bochner","Jon Lovitz, Tia Carrere, Louise Fletcher, Mekhi Phifer"
The Hunter's Prayer,2017,5.5,35,10178,10178,91,"Action, Thriller",R,An assassin helps a young woman avenge the death of her family.,"
Jonathan Mostow","Sam Worthington, Odeya Rush, Allen Leech, Amy Landecker"
Open Season 2,2008,5.5,NAN,25731,25731,76,"Animation, Adventure, Comedy",U,"After falling head over hooves in love with Giselle, Elliot's road to the altar takes a slight detour when Mr. Weenie is kidnapped by a group of pampered pets determined to return him to his owners.","Directors:
Matthew O'Callaghan, 
Todd Wilderman","Joel McHale, Mike Epps, Jane Krakowski, Billy Connolly"
(T)Raumschiff Surprise - Periode 1,2004,5.5,NAN,16399,16399,87,"Comedy, Sci-Fi",N/A,"Three hundred years in the future, Mars is colonized by humans and their leader Regulator Rogul plans to conquer Earth. Queen Königin Metapha is advised to send the gays Captain Kork, the ...                See full summary »","
Michael Herbig","Michael Herbig, Rick Kavanian, Christian Tramitz, Anja Kling"
Housefull,2010,5.5,NAN,"1,165,104",15255,144,"Comedy, Drama, Romance",UA,"Believing himself to be jinxed, a man attempts to find true love, but instead gets caught in a web of lies.","
Sajid Khan","Akshay Kumar, Deepika Padukone, Riteish Deshmukh, Lara Dutta"
Taxi 4,2007,5.5,NAN,30083,30083,91,"Action, Comedy, Crime",N/A,"Daniel, the driver of a very special taxi in Marseille, gets a famous soccer player to the stadium in time and later helps his clumsy police friend Émilien catch the dangerous Belgian after he escaped on Émilien's guard.","
Gérard Krawczyk","Samy Naceri, Frédéric Diefenthal, Bernard Farcy, Emma Wiklund"
The Man,2005,5.5,33,"8,326,035",26407,83,"Action, Comedy, Crime",PG-13,"Special Agent Derrick Vann is a man out to get the man who killed his partner, but a case of mistaken identity leads him to Andy Fiddler, a salesman with too many questions and a knack of getting in Vann's way.","
Les Mayfield","Samuel L. Jackson, Eugene Levy, Miguel Ferrer, Luke Goss"
The Out-of-Towners,1999,5.5,33,"28,535,768",14703,90,Comedy,U,The remake of the 1970 Neil Simon comedy follows the adventures of married couple Henry and Nancy Clark as they are vexed by misfortune while in New York City for a job interview.,"
Sam Weisman","Steve Martin, Goldie Hawn, John Cleese, Mark McKinney"
Rock the Kasbah,2015,5.5,29,"2,982,281",12558,106,"Comedy, Music, War",R,"A down-on-his-luck music manager discovers a teenage girl with an extraordinary voice while on a music tour in Afghanistan and takes her to Kabul to compete on the popular television show, Afghan Star.","
Barry Levinson","Bill Murray, Leem Lubany, Zooey Deschanel, Bruce Willis"
The Great White Hype,1996,5.5,NAN,"7,874,000",10534,91,"Comedy, Sport",R,"The boxing champ's promoter thinks, change is needed. He finds the one man who's beaten his black champ (at 17), a white man now in a rock band. Like Rocky, he trains heavily whereas the champ slacks.","
Reginald Hudlin","Samuel L. Jackson, Jeff Goldblum, Damon Wayans, Peter Berg"
Simmba,2018,5.5,NAN,"5,075,611",21620,158,"Action, Crime, Drama",UA,"Simmba, a Corrupt Officer, enjoys all the perks of being an immoral and unethical police officer until a life-changing event forces him to choose the righteous path.","
Rohit Shetty","Ranveer Singh, Sara Ali Khan, Sonu Sood, Ashutosh Rana"
Play It to the Bone,1999,5.5,32,"8,427,204",12261,124,"Comedy, Drama, Sport",R,Two best friends and former middleweight contenders travel to Las Vegas to fight each other for the first time.,"
Ron Shelton","Woody Harrelson, Antonio Banderas, Lolita Davidovich, Marie Park"
Good People,2014,5.5,42,17020,17020,90,"Action, Crime, Thriller",R,"Discovering a stash of cash in their dead tenant's apartment, a couple in debt take the money and find themselves the target of a deadly adversary - the thief who stole it.","
Henrik Ruben Genz","James Franco, Kate Hudson, Tom Wilkinson, Omar Sy"
Joe Somebody,2001,5.5,42,"22,770,864",10986,98,"Comedy, Drama",PG,"When Joe is beat up by a co-worker in front of his daughter on ""Bring Your Child To Work Day"", he decides to fight back.","
John Pasquin","Tim Allen, Julie Bowen, Kelly Lynch, Greg Germann"
The Abandoned,2006,5.5,42,"1,255,524",13192,99,"Horror, Mystery, Thriller",R,An adopted woman returns to her home country and the family home that she never knew and must face the mystery that lies there.,"
Nacho Cerdá","Anastasia Hille, Karel Roden, Valentin Goshev, Valentin Ganev"
American Dreamz,2006,5.5,45,"7,191,830",25085,107,"Comedy, Music",PG-13,A popular television music talent competition hosted by a pompous egomaniac becomes the setting for an assassination attempt when the President of the United States becomes a celebrity judge in an attempt to rehabilitate his image.,"
Paul Weitz","Hugh Grant, Dennis Quaid, Mandy Moore, Willem Dafoe"
Age of Heroes,2011,5.5,NAN,10129,10129,90,"Action, Adventure, Drama",N/A,"The true story of the formation of Ian Fleming's 30 Commando unit, a precursor for the elite forces in the U.K.","
Adrian Vitoria","Sean Bean, Danny Dyer, Aksel Hennie, Izabella Miko"
Ninja,2009,5.5,NAN,13774,13774,86,"Action, Thriller",R,"A westerner named Casey, studying Ninjutsu in Japan, is asked by the Sensei to return to New York to protect the legendary Yoroi Bitsu, an armored chest that contains the weapons of the last Koga Ninja.","
Isaac Florentine","Scott Adkins, Tsuyoshi Ihara, Mika Hijii, Todd Jensen"
Alex & Emma,2003,5.5,32,"14,208,384",13779,96,"Comedy, Romance",PG-13,A writer must turn out a novel in thirty days or face the wrath of loan sharks.,"
Rob Reiner","Luke Wilson, Kate Hudson, David Paymer, Sophie Marceau"
Naomi and Ely's No Kiss List,2015,5.5,NAN,10494,10494,89,"Comedy, Drama, Romance",N/A,"Naomi and Ely have loved each other their whole lives, even though Ely isn't exactly into girls. The institution of a ""No Kiss List"" has prevented the two from rifts in the past, but bonds are tested when they both fall for the same guy.","
Kristin Hanggi","Victoria Justice, Pierson Fode, Matthew Daddario, Ryan Ward"
The Deaths of Ian Stone,2007,5.5,NAN,13585,13585,87,"Horror, Thriller",R,"An all-American guy is murdered each day by horrifying pursuers, only to wake up in slightly different lives to experience the terror of being murdered again.","
Dario Piana","Mike Vogel, Jaime Murray, Christina Cole, Michael Feast"
Gunjan Saxena: The Kargil Girl,2020,5.5,NAN,35329,35329,112,"Action, Biography, Drama",13,Inspired by the life of a fearless young officer who made history by becoming the first Indian female Air Force officer to fly in a combat zone during the 1999 Kargil War,"Directors:
ALi Khan AK, 
Sharan Sharma","Janhvi Kapoor, Pankaj Tripathi, Angad Bedi, Manav Vij"
